193	8	4	48.4
192	8	5	48
191	8	6	47.6
190	8	7	47.2
189	8	8	46.8
188	8	9	46.4
187	8	10	46
186	8	11	45.6
185	8	12	45.2
184	8	13	44.8
183	8	14	44.4
182	8	15	44
181	8	16	43.6
180	8	17	43.2
179	8	18	42.8
178	8	19	42.4
177	8	20	42
176	8	21	41.6
219	9	0	58.8001
218	9	1	58.4001
217	9	2	58.0001
216	9	3	57.6001
215	9	4	57.2001
214	9	5	56.8001
213	9	6	56.4001
212	9	7	56.0001
211	9	8	55.6001
210	9	9	55.2001
209	9	10	54.8001
208	9	11	54.4001
207	9	12	54.0001
206	9	13	53.6001
205	9	14	53.2001
204	9	15	52.8
203	9	16	52.4
202	9	17	52
201	9	18	51.6
200	9	19	51.2
199	9	20	50.8
198	9	21	50.4
241	10	0	47.6
240	10	1	47.2
239	10	2	46.8
238	10	3	46.4
237	10	4	46
236	10	5	45.6
235	10	6	45.2
234	10	7	44.8
233	10	8	44.4
232	10	9	44
231	10	10	43.6
230	10	11	43.2
229	10	12	42.8
228	10	13	42.4
227	10	14	42
226	10	15	41.6
225	10	16	41.2
224	10	17	40.8
223	10	18	40.4
222	10	19	40
221	10	20	59.6001
220	10	21	59.2001
263	11	0	56.4001
262	11	1	56.0001
261	11	2	55.6001
260	11	3	55.2001
259	11	4	54.8001
258	11	5	54.4001
257	11	6	54.0001
256	11	7	53.6001
255	11	8	53.2001
254	11	9	52.8
253	11	10	52.4
252	11	11	52
251	11	12	51.6
250	11	13	51.2
249	11	14	50.8
248	11	15	50.4
247	11	16	50
246	11	17	49.6
245	11	18	49.2
244	11	19	48.8
243	11	20	48.4
242	11	21	48
285	12	0	45.2
284	12	1	44.8
283	12	2	44.4
282	12	3	44
281	12	4	43.6
280	12	5	43.2
279	12	6	42.8
278	12	7	42.4
277	12	8	42
276	12	9	41.6
275	12	10	41.2
274	12	11	40.8
273	12	12	40.4
272	12	13	40
271	12	14	59.6001
270	12	15	59.2001
269	12	16	58.8001
268	12	17	58.4001
267	12	18	58.0001
266	12	19	57.6001
265	12	20	57.2001
264	12	21	56.8001
307	13	0	54.0001
306	13	1	53.6001
305	13	2	53.2001
304	13	3	52.8
303	13	4	52.4
302	13	5	52
301	13	6	51.6
300	13	7	51.2
299	13	8	50.8
298	13	9	50.4
297	13	10	50
296	13	11	49.6
295	13	12	49.2
294	13	13	48.8
293	13	14	48.4
292	13	15	48
291	13	16	47.6
290	13	17	47.2
289	13	18	46.8
288	13	19	46.4
287	13	20	46
286	13	21	45.6
329	14	0	42.8
328	14	1	42.4
327	14	2	42
326	14	3	41.6
325	14	4	41.2
324	14	5	40.8
323	14	6	40.4
322	14	7	40
321	14	8	59.6001
320	14	9	59.2001
319	14	10	58.8001
318	14	11	58.4001
317	14	12	58.0001
316	14	13	57.6001
315	14	14	57.2001
314	14	15	56.8001
313	14	16	56.4001
312	14	17	56.0001
311	14	18	55.6001
310	14	19	55.2001
309	14	20	54.8001
308	14	21	54.4001
351	15	0	51.6
350	15	1	51.2
349	15	2	50.8
348	15	3	50.4
347	15	4	50
346	15	5	49.6
345	15	6	49.2
344	15	7	48.8
343	15	8	48.4
342	15	9	48
341	15	10	47.6
340	15	11	47.2
339	15	12	46.8
338	15	13	46.4
337	15	14	46
336	15	15	45.6
335	15	16	45.2
334	15	17	44.8
333	15	18	44.4
332	15	19	44
331	15	20	43.6
330	15	21	43.2
373	16	0	40.4
372	16	1	40
371	16	2	59.6001
370	16	3	59.2001
369	16	4	58.8001
368	16	5	58.4001
367	16	6	58.0001
366	16	7	57.6001
365	16	8	57.2001
364	16	9	56.8001
363	16	10	56.4001
362	16	11	56.0001
361	16	12	55.6001
360	16	13	55.2001
359	16	14	54.8001
358	16	15	54.4001
357	16	16	54.0001
356	16	17	53.6001
355	16	18	53.2001
354	16	19	52.8
353	16	20	52.4
352	16	21	52
395	17	0	49.2
394	17	1	48.8
393	17	2	48.4
392	17	3	48
391	17	4	47.6
390	17	5	47.2
389	17	6	46.8
388	17	7	46.4
387	17	8	46
386	17	9	45.6
385	17	10	45.2
384	17	11	44.8
383	17	12	44.4
382	17	13	44
381	17	14	43.6
380	17	15	43.2
379	17	16	42.8
378	17	17	42.4
377	17	18	42
376	17	19	41.6
375	17	20	41.2
374	17	21	40.8
417	18	0	58.0001
416	18	1	57.6001
415	18	2	57.2001
414	18	3	56.8001
413	18	4	56.4001
412	18	5	56.0001
411	18	6	55.6001
410	18	7	55.2001
409	18	8	54.8001
408	18	9	54.4001
407	18	10	54.0001
406	18	11	53.6001
405	18	12	53.2001
404	18	13	52.8
403	18	14	52.4
402	18	15	52
401	18	16	51.6
400	18	17	51.2
399	18	18	50.8
398	18	19	50.4
397	18	20	50
396	18	21	49.6
439	19	0	46.8
438	19	1	46.4
437	19	2	46
436	19	3	45.6
435	19	4	45.2
434	19	5	44.8
433	19	6	44.4
432	19	7	44
431	19	8	43.6
430	19	9	43.2
429	19	10	42.8
428	19	11	42.4
427	19	12	42
426	19	13	41.6
425	19	14	41.2
424	19	15	40.8
423	19	16	40.4
422	19	17	40
421	19	18	59.6001
420	19	19	59.2001
419	19	20	58.8001
418	19	21	58.4001
461	20	0	55.6001
460	20	1	55.2001
459	20	2	54.8001
458	20	3	54.4001
457	20	4	54.0001
456	20	5	53.6001
455	20	6	53.2001
454	20	7	52.8
453	20	8	52.4
452	20	9	52
451	20	10	51.6
450	20	11	51.2
449	20	12	50.8
448	20	13	50.4
447	20	14	50
446	20	15	49.6
445	20	16	49.2
444	20	17	48.8
443	20	18	48.4
442	20	19	48
441	20	20	47.6
440	20	21	47.2
483	21	0	44.4
482	21	1	44
481	21	2	43.6
480	21	3	43.2
479	21	4	42.8
478	21	5	42.4
477	21	6	42
476	21	7	41.6
475	21	8	41.2
474	21	9	40.8
473	21	10	40.4
472	21	11	40
471	21	12	59.6001
470	21	13	59.2001
469	21	14	58.8001
468	21	15	58.4001
467	21	16	58.0001
466	21	17	57.6001
465	21	18	57.2001
464	21	19	56.8001
463	21	20	56.4001
462	21	21	56.0001
505	22	0	53.2001
504	22	1	52.8
503	22	2	52.4
502	22	3	52
501	22	4	51.6
500	22	5	51.2
499	22	6	50.8
498	22	7	50.4
497	22	8	50
496	22	9	49.6
495	22	10	49.2
494	22	11	48.8
493	22	12	48.4
492	22	13	48
491	22	14	47.6
490	22	15	47.2
489	22	16	46.8
488	22	17	46.4
487	22	18	46
486	22	19	45.6
485	22	20	45.2
484	22	21	44.8
527	23	0	42
526	23	1	41.6
525	23	2	41.2
524	23	3	40.8
523	23	4	40.4
522	23	5	40
521	23	6	59.6001
520	23	7	59.2001
519	23	8	58.8001
518	23	9	58.4001
517	23	10	58.0001
516	23	11	57.6001
515	23	12	57.2001
514	23	13	56.8001
513	23	14	56.4001
512	23	15	56.0001
511	23	16	55.6001
510	23	17	55.2001
509	23	18	54.8001
508	23	19	54.4001
507	23	20	54.0001
506	23	21	53.6001
549	24	0	50.8
548	24	1	50.4
547	24	2	50
546	24	3	49.6
545	24	4	49.2
544	24	5	48.8
543	24	6	48.4
542	24	7	48
541	24	8	47.6
540	24	9	47.2
539	24	10	46.8
538	24	11	46.4
537	24	12	46
536	24	13	45.6
535	24	14	45.2
534	24	15	44.8
533	24	16	44.4
532	24	17	44
531	24	18	43.6
530	24	19	43.2
529	24	20	42.8
528	24	21	42.4
571	25	0	59.6001
570	25	1	59.2001
569	25	2	58.8001
568	25	3	58.4001
567	25	4	58.0001
566	25	5	57.6001
565	25	6	57.2001
564	25	7	56.8001
563	25	8	56.4001
562	25	9	56.0001
561	25	10	55.6001
560	25	11	55.2001
559	25	12	54.8001
558	25	13	54.4001
557	25	14	54.0001
556	25	15	53.6001
555	25	16	53.2001
554	25	17	52.8
553	25	18	52.4
552	25	19	52
551	25	20	51.6
550	25	21	51.2
593	26	0	48.4
592	26	1	48
591	26	2	47.6
590	26	3	47.2
589	26	4	46.8
588	26	5	46.4
587	26	6	46
586	26	7	45.6
585	26	8	45.2
584	26	9	44.8
583	26	10	44.4
582	26	11	44
581	26	12	43.6
580	26	13	43.2
579	26	14	42.8
578	26	15	42.4
577	26	16	42
576	26	17	41.6
575	26	18	41.2
574	26	19	40.8
573	26	20	40.4
572	26	21	40
615	27	0	57.2001
614	27	1	56.8001
613	27	2	56.4001
612	27	3	56.0001
611	27	4	55.6001
610	27	5	55.2001
609	27	6	54.8001
608	27	7	54.4001
607	27	8	54.0001
606	27	9	53.6001
605	27	10	53.2001
604	27	11	52.8
603	27	12	52.4
602	27	13	52
601	27	14	51.6
600	27	15	51.2
599	27	16	50.8
598	27	17	50.4
597	27	18	50
596	27	19	49.6
595	27	20	49.2
594	27	21	48.8
637	28	0	7.43866e-05
636	28	1	4.76197
635	28	2	9.52387
634	28	3	14.2858
633	28	4	19.0477
632	28	5	23.8096
631	28	6	28.5715
630	28	7	33.3334
629	28	8	38.0953
628	28	9	42.8572
627	28	10	47.6191
626	28	11	52.381
625	28	12	57.1429
624	28	13	61.9048
623	28	14	66.6667
622	28	15	71.4286
621	28	16	76.1905
620	28	17	80.9524
619	28	18	85.7143
618	28	19	90.4762
617	28	20	95.2381
616	28	21	100
